t,S
-9.999999999971698195e-04,1.234848428612951299e+00
-7.999999999971640907e-04,2.141953634940590767e+00
-5.999999999971583620e-04,2.914838605387560566e+00
-3.999999999971526332e-04,3.504673226101008510e+00
-1.999999999971469045e-04,3.874179694008780928e+00
2.858824288409778092e-15,4.000000000000000000e+00
2.000000000028645530e-04,3.874179694001625318e+00
4.000000000028702818e-04,3.504673226087149818e+00
6.000000000028760105e-04,2.914838605367873647e+00
8.000000000028817393e-04,2.141953634916319515e+00
1.000000000002887468e-03,1.234848428585630264e+00
1.200000000002893197e-03,2.508052898454173341e-01
1.400000000002898926e-03,-7.480762795542690302e-01
1.600000000002904654e-03,-1.698817661447800331e+00
1.800000000002910383e-03,-2.541551351130765468e+00
2.000000000002916112e-03,-3.223309296223714870e+00
2.200000000002921841e-03,-3.701368459366035424e+00
2.400000000002927569e-03,-3.945941263500120755e+00
2.600000000002933298e-03,-3.942040664285025642e+00
2.800000000002939027e-03,-3.690402505949984757e+00
3.000000000002944756e-03,-3.207408147135923482e+00
3.200000000002950484e-03,-2.524014213218377378e+00
3.400000000002956213e-03,-1.683759641760805614e+00
3.600000000002961942e-03,-7.399788822007223876e-01
3.800000000002967671e-03,2.475995616750551742e-01
4.000000000002973399e-03,1.216651303272166862e+00
4.200000000002979128e-03,2.106208288905574655e+00
4.400000000002984857e-03,2.860513237447876556e+00
4.600000000002990586e-03,3.432531453461767246e+00
4.800000000002996314e-03,3.786897760661524615e+00
5.000000000003002043e-03,3.902113032590190489e+00
5.200000000003007772e-03,3.771853262556240427e+00
5.400000000003013501e-03,3.405311171722646968e+00
5.600000000003019229e-03,2.826552318288559018e+00
5.800000000003024958e-03,2.072930555330786184e+00
6.000000000003030687e-03,1.192667458955249282e+00
6.200000000003036416e-03,2.417531958876791565e-01
6.400000000003042144e-03,-7.196311357519771246e-01
6.600000000003047873e-03,-1.630940059322797175e+00
6.800000000003053602e-03,-2.435094737364843276e+00
7.000000000003059331e-03,-3.082074913588773502e+00
7.200000000003065059e-03,-3.532044680163370476e+00
7.400000000003070788e-03,-3.757815837719293395e+00
7.600000000003076517e-03,-3.746495857909251104e+00
7.800000000003082246e-03,-3.500220243860418190e+00
8.000000000003087974e-03,-3.035927981620733629e+00
8.200000000003093703e-03,-2.384199980917939499e+00
8.400000000003099432e-03,-1.587239984194611209e+00
8.600000000003105161e-03,-6.961315734169085667e-01
8.800000000003110889e-03,2.324498103299913188e-01
9.000000000003116618e-03,1.139857344374503478e+00
9.200000000003122347e-03,1.969193520771697070e+00
9.400000000003128076e-03,2.668893960009765642e+00
9.600000000003133804e-03,3.195947593165784362e+00
9.800000000003139533e-03,3.518551226286661393e+00
1.000000000000314526e-02,3.618033988749662644e+00
1.020000000000315099e-02,3.489934890378643573e+00
1.040000000000315672e-02,3.144171540532235909e+00
1.060000000000316245e-02,2.604296453096854425e+00
1.080000000000316818e-02,1.905895510067164178e+00
1.100000000000317391e-02,1.094237361553719090e+00
1.120000000000317963e-02,2.213293617998368656e-01
1.140000000000318536e-02,-6.574278596860513302e-01
1.160000000000319109e-02,-1.486771168038594659e+00
1.180000000000319682e-02,-2.215065087024844726e+00
1.200000000000320255e-02,-2.797530004658054459e+00
1.220000000000320828e-02,-3.199005759609091726e+00
1.240000000000321401e-02,-3.396079414368577076e+00
1.260000000000321974e-02,-3.378448132458167219e+00
1.280000000000322546e-02,-3.149438037977972726e+00
1.300000000000323119e-02,-2.725654473034608394e+00
1.320000000000323692e-02,-2.135794645408061854e+00
1.340000000000324265e-02,-1.418706705297903659e+00
1.360000000000324838e-02,-6.208264332606120428e-01
1.380000000000325411e-02,2.068389990550229263e-01
1.400000000000325984e-02,1.011983679671808023e+00
1.420000000000326557e-02,1.744321290681903669e+00
1.440000000000327129e-02,2.358737803038863046e+00
1.460000000000327702e-02,2.818080121835497831e+00
1.480000000000328275e-02,3.095407719349045017e+00
1.500000000000328848e-02,3.175570504584611875e+00
1.520000000000329421e-02,3.056020711978384874e+00
1.540000000000329994e-02,2.746816499083645891e+00
1.560000000000330567e-02,2.269826962425408379e+00
1.580000000000331140e-02,1.657199053157473179e+00
1.600000000000331712e-02,9.491931601175452871e-01
1.620000000000332285e-02,1.915330147636613300e-01
1.640000000000332858e-02,-5.675553414135147134e-01
1.660000000000333431e-02,-1.280423243157810198e+00
1.680000000000334004e-02,-1.903000435322754313e+00
1.700000000000334577e-02,-2.397527807658637933e+00
1.720000000000335150e-02,-2.734851867665646807e+00
1.740000000000335723e-02,-2.896141274931401721e+00
1.760000000000336295e-02,-2.873924563638221574e+00
1.780000000000336868e-02,-2.672392894657777518e+00
1.800000000000337441e-02,-2.306959354200615042e+00
1.820000000000338014e-02,-1.803113851670217649e+00
1.840000000000338587e-02,-1.194657016649518066e+00
1.860000000000339160e-02,-5.214348535321076117e-01
1.880000000000339733e-02,1.732740924987376252e-01
1.900000000000340306e-02,8.455474744133832932e-01
1.920000000000340878e-02,1.453603659294315120e+00
1.940000000000341451e-02,1.960405012164490923e+00
1.960000000000342024e-02,2.335917340322188451e+00
1.980000000000342597e-02,2.558887474521898131e+00
2.000000000000343170e-02,2.618033988749484564e+00
2.020000000000343743e-02,2.512585270395140569e+00
2.040000000000344316e-02,2.252141927369237795e+00
2.060000000000344889e-02,1.855884050407133001e+00
2.080000000000345461e-02,1.351185326574142920e+00
2.100000000000346034e-02,7.717327916656951947e-01
2.120000000000346607e-02,1.552808288304097228e-01
2.140000000000347180e-02,-4.588109292015336016e-01
2.160000000000347753e-02,-1.032095057278293648e+00
2.180000000000348326e-02,-1.529447844649451715e+00
2.200000000000348899e-02,-1.921223324612003402e+00
2.220000000000349472e-02,-2.185017621226789331e+00
2.240000000000350044e-02,-2.306938847769717249e+00
2.260000000000350617e-02,-2.282311433587915328e+00
2.280000000000351190e-02,-2.115781316296966974e+00
2.300000000000351763e-02,-1.820827420570663602e+00
2.320000000000352336e-02,-1.418722713718842288e+00
2.340000000000352909e-02,-9.370224628203417394e-01
2.360000000000353482e-02,-4.076859745570861615e-01
2.380000000000354055e-02,1.350406575753115845e-01
2.400000000000354627e-02,6.568406639991480889e-01
2.420000000000355200e-02,1.125498093918011699e+00
2.440000000000355773e-02,1.512887176305180548e+00
2.460000000000356346e-02,1.796656701106031040e+00
2.480000000000356919e-02,1.961508831525258456e+00
2.500000000000357492e-02,1.999999999999550804e+00
2.520000000000358065e-02,1.912823812988444727e+00
2.540000000000358638e-02,1.708570019068825108e+00
2.560000000000359210e-02,1.402987333380218971e+00
2.580000000000359783e-02,1.017809085998161889e+00
2.600000000000360356e-02,5.792273135012965257e-01
2.620000000000360929e-02,1.161214205430583374e-01
2.640000000000361502e-02,-3.418392837842917920e-01
2.660000000000362075e-02,-7.660947034381463405e-01
2.680000000000362648e-02,-1.130973245273980909e+00
2.700000000000363221e-02,-1.415240556927251703e+00
2.720000000000363793e-02,-1.603324627254418155e+00
2.740000000000364366e-02,-1.686147371668819561e+00
2.760000000000364939e-02,-1.661519957487634036e+00
2.780000000000365512e-02,-1.534088322326405462e+00
2.800000000000366085e-02,-1.314844652888793153e+00
2.820000000000366658e-02,-1.020248114347155122e+00
2.840000000000367231e-02,-6.710221089846315490e-01
2.860000000000367804e-02,-2.907143291446525057e-01
2.880000000000368376e-02,9.588124928309636752e-02
2.900000000000368949e-02,4.643351858301284496e-01
2.920000000000369522e-02,7.921218533379311699e-01
2.940000000000370095e-02,1.059990459274960939e+00
2.960000000000370668e-02,1.253084792803312419e+00
2.980000000000371241e-02,1.361747374117397769e+00
3.000000000000371814e-02,1.381966011249661008e+00
3.020000000000372387e-02,1.315445169993050945e+00
3.040000000000372959e-02,1.169309379855029807e+00
3.060000000000373532e-02,9.554694975242314925e-01
3.080000000000374105e-02,6.897035206259178874e-01
3.100000000000374678e-02,3.905205030916170106e-01
3.120000000000375251e-02,7.788798562438890849e-02
3.140000000000375824e-02,-2.280904048046315524e-01
3.160000000000376397e-02,-5.084601496047321811e-01
3.180000000000376970e-02,-7.465821073190406221e-01
3.200000000000377542e-02,-9.291086232946115242e-01
3.220000000000378115e-02,-1.046713048891968034e+00
3.240000000000378688e-02,-1.094534241618016823e+00
3.260000000000379261e-02,-1.072317530326616808e+00
3.280000000000379834e-02,-9.842540758893211228e-01
3.300000000000380407e-02,-8.385401698449281849e-01
3.320000000000380980e-02,-6.466955236774182270e-01
3.340000000000381553e-02,-4.226939231092487481e-01
3.360000000000382125e-02,-1.819699169370971592e-01
3.380000000000382698e-02,5.962906334539067738e-02
3.400000000000383271e-02,2.868748173740798824e-01
3.420000000000383844e-02,4.861081267509380632e-01
3.440000000000384417e-02,6.460475472537697827e-01
3.460000000000384990e-02,7.584102210869175797e-01
3.480000000000385563e-02,8.183119325331986715e-01
3.500000000000386136e-02,8.244294954146615950e-01
3.520000000000386708e-02,7.789249251670892216e-01
3.540000000000387281e-02,6.871465983438748149e-01
3.560000000000387854e-02,5.571367066528222223e-01
3.580000000000388427e-02,3.989858892419219094e-01
3.600000000000389000e-02,2.240842978371535843e-01
3.620000000000389573e-02,4.432307907218693138e-02
3.640000000000390146e-02,-1.286988250721884386e-01
3.660000000000390719e-02,-2.844104609527841609e-01
3.680000000000391291e-02,-4.139013135782290131e-01
3.700000000000391864e-02,-5.104135044584371395e-01
3.720000000000392437e-02,-5.696679055704888528e-01
3.740000000000393010e-02,-5.900106727977513232e-01
3.760000000000393583e-02,-5.723793908900833838e-01
3.780000000000394156e-02,-5.201001839474216348e-01
3.800000000000394729e-02,-4.385379728478382422e-01
3.820000000000395302e-02,-3.346308719782736252e-01
3.840000000000395874e-02,-2.163459982318222119e-01
3.860000000000396447e-02,-9.209739866812469145e-02
3.880000000000397020e-02,2.983271630568537156e-02
3.900000000000397593e-02,1.418306159346389150e-01
3.920000000000398166e-02,2.374116698384352298e-01
3.940000000000398739e-02,3.115780565801342106e-01
3.960000000000399312e-02,3.610551796368793309e-01
3.980000000000399885e-02,3.843977541323085889e-01
4.000000000000400457e-02,3.819660112498093341e-01
4.020000000000401030e-02,3.557814182304636086e-01
4.040000000000401603e-02,3.092791270152857597e-01
4.060000000000402176e-02,2.469805496841969705e-01
4.080000000000402749e-02,1.741136591548141377e-01
4.100000000000403322e-02,9.621063313737493461e-02
4.120000000000403895e-02,1.871226780016499447e-02
4.140000000000404468e-02,-5.339368491308828235e-02
4.160000000000405040e-02,-1.158771820536049907e-01
4.180000000000405613e-02,-1.654959780663502744e-01
4.200000000000406186e-02,-2.001399958708880711e-01
4.220000000000406759e-02,-2.188856996872695637e-01
4.240000000000407332e-02,-2.219629473465644653e-01
4.260000000000407905e-02,-2.106429675399142110e-01
4.280000000000408478e-02,-1.870612633942752290e-01
4.300000000000409051e-02,-1.539930639187385708e-01
4.320000000000409623e-02,-1.146012216402623185e-01
4.340000000000410196e-02,-7.217710694982515385e-02
4.360000000000410769e-02,-2.989412260446955294e-02
4.380000000000411342e-02,9.408882215664503973e-03
4.400000000000411915e-02,4.340051853115127478e-02
4.420000000000412488e-02,7.037662457318540066e-02
4.440000000000413061e-02,8.932219138722541363e-02
4.460000000000413634e-02,9.991554844574114524e-02
4.480000000000414206e-02,1.024793819544819740e-01
4.500000000000414779e-02,9.788696740953173325e-02
4.520000000000415352e-02,8.743488385628561677e-02
4.540000000000415925e-02,7.269526672034523629e-02
4.560000000000416498e-02,5.536127224739566255e-02
4.580000000000417071e-02,3.709889102240475356e-02
4.600000000000417644e-02,1.941667424123088431e-02
4.620000000000418217e-02,3.562516456562564611e-03
4.640000000000418789e-02,-9.546376127962245481e-03
4.660000000000419362e-02,-1.935752448632814884e-02
4.680000000000419935e-02,-2.568174576512007382e-02
4.700000000000420508e-02,-2.865983035521649583e-02
4.720000000000421081e-02,-2.870343759753820126e-02
4.740000000000421654e-02,-2.641814097092278976e-02
4.760000000000422227e-02,-2.251754175947571698e-02
4.780000000000422800e-02,-1.773748419219782144e-02
4.800000000000423372e-02,-1.275868128451646162e-02
4.820000000000423945e-02,-8.144607875112678391e-03
4.840000000000424518e-02,-4.299504825580629901e-03
4.860000000000425091e-02,-1.448978802859755529e-03
4.880000000000425664e-02,3.567882573691087992e-04
4.900000000000426237e-02,1.219548900371841523e-03
4.920000000000426810e-02,1.353544987431027280e-03
4.940000000000427383e-02,1.035904307860592306e-03
4.960000000000427955e-02,5.534940813371731858e-04
4.980000000000428528e-02,1.529505093079811559e-04
5.000000000000429101e-02,0.000000000000000000e+00
5.020000000000429674e-02,1.529505093206766754e-04
5.040000000000430247e-02,5.534940813576290451e-04
5.060000000000430820e-02,1.035904307879557170e-03
5.080000000000431393e-02,1.353544987437063467e-03
5.100000000000431966e-02,1.219548900352208139e-03
5.120000000000432538e-02,3.567882573130580406e-04
5.140000000000433111e-02,-1.448978802959467217e-03
5.160000000000433684e-02,-4.299504825725308441e-03
5.180000000000434257e-02,-8.144607875296380403e-03
5.200000000000434830e-02,-1.275868128472586530e-02
5.220000000000435403e-02,-1.773748419241165039e-02
5.240000000000435976e-02,-2.251754175966700147e-02
5.260000000000436549e-02,-2.641814097106081824e-02
5.280000000000437121e-02,-2.870343759759095767e-02
5.300000000000437694e-02,-2.865983035515550295e-02
5.320000000000438267e-02,-2.568174576492267616e-02
5.340000000000438840e-02,-1.935752448598163783e-02
5.360000000000439413e-02,-9.546376127467670614e-03
5.380000000000439986e-02,3.562516457189048719e-03
5.400000000000440559e-02,1.941667424195845856e-02
5.420000000000441132e-02,3.709889102318562892e-02
5.440000000000441704e-02,5.536127224817113945e-02
5.460000000000442277e-02,7.269526672104549558e-02
5.480000000000442850e-02,8.743488385683778619e-02
5.500000000000443423e-02,9.788696740986480016e-02
5.520000000000443996e-02,1.024793819545333912e-01
5.540000000000444569e-02,9.991554844546358949e-02
5.560000000000445142e-02,8.932219138659130975e-02
5.580000000000445715e-02,7.037662457219587275e-02
5.600000000000446287e-02,4.340051852983280861e-02
5.620000000000446860e-02,9.408882214077880779e-03
5.640000000000447433e-02,-2.989412260623808618e-02
5.660000000000448006e-02,-7.217710695166482116e-02
5.680000000000448579e-02,-1.146012216420407431e-01
5.700000000000449152e-02,-1.539930639203168916e-01
5.720000000000449725e-02,-1.870612633955132664e-01
5.740000000000450298e-02,-2.106429675406806812e-01
5.760000000000450870e-02,-2.219629473467534531e-01
5.780000000000451443e-02,-2.188856996868067673e-01
5.800000000000452016e-02,-2.001399958697395454e-01
5.820000000000452589e-02,-1.654959780645309242e-01
5.840000000000453162e-02,-1.158771820511811657e-01
5.860000000000453735e-02,-5.339368491017268403e-02
5.880000000000454308e-02,1.871226780340709203e-02
5.900000000000454881e-02,9.621063314074786155e-02
5.920000000000455453e-02,1.741136591580895454e-01
5.940000000000456026e-02,2.469805496871349260e-01
5.960000000000456599e-02,3.092791270176556973e-01
5.980000000000457172e-02,3.557814182320512830e-01
6.000000000000457745e-02,3.819660112504432714e-01
6.020000000000458318e-02,3.843977541318679414e-01
6.040000000000458891e-02,3.610551796353135834e-01
6.060000000000459464e-02,3.115780565774631250e-01
6.080000000000460036e-02,2.374116698347644994e-01
6.100000000000460609e-02,1.418306159301451208e-01
6.120000000000461182e-02,2.983271630061361951e-02
6.140000000000461755e-02,-9.209739867346246334e-02
6.160000000000462328e-02,-2.163459982370878609e-01
6.180000000000462901e-02,-3.346308719830985989e-01
6.200000000000463474e-02,-4.385379728518700171e-01
6.220000000000464047e-02,-5.201001839503385238e-01
6.240000000000464619e-02,-5.723793908916142703e-01
6.260000000000465192e-02,-5.900106727977079135e-01
6.280000000000465765e-02,-5.696679055687761117e-01
6.300000000000466338e-02,-5.104135044550743849e-01
6.320000000000466911e-02,-4.139013135733380366e-01
6.340000000000467484e-02,-2.844104609466102107e-01
6.360000000000468057e-02,-1.286988250650623333e-01
6.380000000000468630e-02,4.432307907983878276e-02
6.400000000000469202e-02,2.240842978448456813e-01
6.420000000000469775e-02,3.989858892491543463e-01
6.440000000000470348e-02,5.571367066590804384e-01
6.460000000000470921e-02,6.871465983486992890e-01
6.480000000000471494e-02,7.789249251700840482e-01
6.500000000000472067e-02,8.244294954155333421e-01
6.520000000000472640e-02,8.183119325317840254e-01
6.540000000000473213e-02,7.584102210832007751e-01
6.560000000000473785e-02,6.460475472478777181e-01
6.580000000000474358e-02,4.861081267431580644e-01
6.600000000000474931e-02,2.868748173648420496e-01
6.620000000000475504e-02,5.962906333522344920e-02
6.640000000000476077e-02,-1.819699169475546552e-01
6.660000000000476650e-02,-4.226939231193295177e-01
6.680000000000477223e-02,-6.466955236864496692e-01
6.700000000000477796e-02,-8.385401698522610969e-01
6.720000000000478368e-02,-9.842540758944094970e-01
6.740000000000478941e-02,-1.072317530329025992e+00
6.760000000000479514e-02,-1.094534241617482584e+00
6.780000000000480087e-02,-1.046713048888398223e+00
6.800000000000480660e-02,-9.291086232881227147e-01
6.820000000000481233e-02,-7.465821073099304650e-01
6.840000000000481806e-02,-5.084601495934877313e-01
6.860000000000482379e-02,-2.280904047919265210e-01
6.880000000000482951e-02,7.788798563780728601e-02
6.900000000000483524e-02,3.905205031048847863e-01
6.920000000000484097e-02,6.897035206381824102e-01
6.940000000000484670e-02,9.554694975346488262e-01
6.960000000000485243e-02,1.169309379862851550e+00
6.980000000000485816e-02,1.315445169997683683e+00
7.000000000000486389e-02,1.381966011250685966e+00
7.020000000000486962e-02,1.361747374114622433e+00
7.040000000000487534e-02,1.253084792796786529e+00
7.060000000000488107e-02,1.059990459264985585e+00
7.080000000000488680e-02,7.921218533250230509e-01
7.100000000000489253e-02,4.643351858150441269e-01
7.120000000000489826e-02,9.588124926672096648e-02
7.140000000000490399e-02,-2.907143291612903080e-01
7.160000000000490972e-02,-6.710221090004536704e-01
7.180000000000491545e-02,-1.020248114361133940e+00
7.200000000000492117e-02,-1.314844652899949118e+00
7.220000000000492690e-02,-1.534088322333940546e+00
7.240000000000493263e-02,-1.661519957490954491e+00
7.260000000000493836e-02,-1.686147371667580552e+00
7.280000000000494409e-02,-1.603324627248562173e+00
7.300000000000494982e-02,-1.415240556917030990e+00
7.320000000000495555e-02,-1.130973245259925042e+00
7.340000000000496128e-02,-7.660947034210394690e-01
7.360000000000496700e-02,-3.418392837651733074e-01
7.380000000000497273e-02,1.161214205630377028e-01
7.400000000000497846e-02,5.792273135208736434e-01
7.420000000000498419e-02,1.017809086016029152e+00
7.440000000000498992e-02,1.402987333395217195e+00
7.460000000000499565e-02,1.708570019079896696e+00
7.480000000000500138e-02,1.912823812994785655e+00
7.500000000000500711e-02,2.000000000000628386e+00
7.520000000000501283e-02,1.961508831520871743e+00
7.540000000000501856e-02,1.796656701096319919e+00
7.560000000000502429e-02,1.512887176290648616e+00
7.580000000000503002e-02,1.125498093899461649e+00
7.600000000000503575e-02,6.568406639776646072e-01
7.620000000000504148e-02,1.350406575522383468e-01
7.640000000000504721e-02,-4.076859745803435020e-01
7.660000000000505294e-02,-9.370224628422590962e-01
7.680000000000505866e-02,-1.418722713738020724e+00
7.700000000000506439e-02,-1.820827420585805267e+00
7.720000000000507012e-02,-2.115781316306990512e+00
7.740000000000507585e-02,-2.282311433592083993e+00
7.760000000000508158e-02,-2.306938847767632250e+00
7.780000000000508731e-02,-2.185017621218445782e+00
7.800000000000509304e-02,-1.921223324597800541e+00
7.820000000000509877e-02,-1.529447844630193121e+00
7.840000000000510449e-02,-1.032095057255080217e+00
7.860000000000511022e-02,-4.588109291757742070e-01
7.880000000000511595e-02,1.552808288570934059e-01
7.900000000000512168e-02,7.717327916916417729e-01
7.920000000000512741e-02,1.351185326597655001e+00
7.940000000000513314e-02,1.855884050426683363e+00
7.960000000000513887e-02,2.252141927383504605e+00
7.980000000000514460e-02,2.512585270403094651e+00
8.000000000000515032e-02,2.618033988750509522e+00
8.020000000000515605e-02,2.558887474515804783e+00
8.040000000000516178e-02,2.335917340309230372e+00
8.060000000000516751e-02,1.960405012145361558e+00
8.080000000000517324e-02,1.453603659270160220e+00
8.100000000000517897e-02,8.455474743856187247e-01
8.120000000000518470e-02,1.732740924691077988e-01
8.140000000000519043e-02,-5.214348535617729929e-01
8.160000000000519615e-02,-1.194657016677336259e+00
8.180000000000520188e-02,-1.803113851694341463e+00
8.200000000000520761e-02,-2.306959354219486169e+00
8.220000000000521334e-02,-2.672392894670081898e+00
8.240000000000521907e-02,-2.873924563643093233e+00
8.260000000000522480e-02,-2.896141274928402787e+00
8.280000000000523053e-02,-2.734851867654856772e+00
8.300000000000523626e-02,-2.397527807640610131e+00
8.320000000000524198e-02,-1.903000435298560333e+00
8.340000000000524771e-02,-1.280423243128860911e+00
8.360000000000525344e-02,-5.675553413815903614e-01
8.380000000000525917e-02,1.915330147965402796e-01
8.400000000000526490e-02,9.491931601493424075e-01
8.420000000000527063e-02,1.657199053186137583e+00
8.440000000000527636e-02,2.269826962449049024e+00
8.460000000000528209e-02,2.746816499100714903e+00
8.480000000000528781e-02,3.056020711987696092e+00
8.500000000000529354e-02,3.175570504585483178e+00
8.520000000000529927e-02,3.095407719341305430e+00
8.540000000000530500e-02,2.818080121819539485e+00
8.560000000000531073e-02,2.358737803015584333e+00
8.580000000000531646e-02,1.744321290652720347e+00
8.600000000000532219e-02,1.011983679638475131e+00
8.620000000000532792e-02,2.068389990195952377e-01
8.640000000000533364e-02,-6.208264332958512988e-01
8.660000000000533937e-02,-1.418706705330771589e+00
8.680000000000534510e-02,-2.135794645436402739e+00
8.700000000000535083e-02,-2.725654473056600136e+00
8.720000000000535656e-02,-3.149438037992151607e+00
8.740000000000536229e-02,-3.378448132463530040e+00
8.760000000000536802e-02,-3.396079414364699733e+00
8.780000000000537375e-02,-3.199005759596134091e+00
8.800000000000537947e-02,-2.797530004636731960e+00
8.820000000000538520e-02,-2.215065086996417243e+00
8.840000000000539093e-02,-1.486771168004836552e+00
8.860000000000539666e-02,-6.574278596490100712e-01
8.880000000000540239e-02,2.213293618378016914e-01
8.900000000000540812e-02,1.094237361590251423e+00
8.920000000000541385e-02,1.905895510099930856e+00
8.940000000000541958e-02,2.604296453123706279e+00
8.960000000000542530e-02,3.144171540551454758e+00
8.980000000000543103e-02,3.489934890388937561e+00
9.000000000000543676e-02,3.618033988750296359e+00
9.020000000000544249e-02,3.518551226277518484e+00
9.040000000000544822e-02,3.195947593147377308e+00
9.060000000000545395e-02,2.668893959983169584e+00
9.080000000000545968e-02,1.969193520738526493e+00
9.100000000000546541e-02,1.139857344336854483e+00
9.120000000000547113e-02,2.324498102901677021e-01
9.140000000000547686e-02,-6.961315734563492397e-01
9.160000000000548259e-02,-1.587239984231219703e+00
9.180000000000548832e-02,-2.384199980949379682e+00
9.200000000000549405e-02,-3.035927981644937379e+00
9.220000000000549978e-02,-3.500220243875840520e+00
9.240000000000550551e-02,-3.746495857914844407e+00
9.260000000000551124e-02,-3.757815837714652663e+00
9.280000000000551696e-02,-3.532044680148719529e+00
9.300000000000552269e-02,-3.082074913565003182e+00
9.320000000000552842e-02,-2.435094737333372450e+00
9.340000000000553415e-02,-1.630940059285621579e+00
9.360000000000553988e-02,-7.196311357113714946e-01
9.380000000000554561e-02,2.417531959291661370e-01
9.400000000000555134e-02,1.192667458994945529e+00
9.420000000000555707e-02,2.072930555366228500e+00
9.440000000000556279e-02,2.826552318317439916e+00
9.460000000000556852e-02,3.405311171743149679e+00
9.480000000000557425e-02,3.771853262567023801e+00
9.500000000000557998e-02,3.902113032590524000e+00
9.520000000000558571e-02,3.786897760651346534e+00
9.540000000000559144e-02,3.432531453441671765e+00
9.560000000000559717e-02,2.860513237419123111e+00
9.580000000000560290e-02,2.106208288869917400e+00
9.600000000000560862e-02,1.216651303231883308e+00
9.620000000000561435e-02,2.475995616326247262e-01
9.640000000000562008e-02,-7.399788822426300872e-01
9.660000000000562581e-02,-1.683759641799486229e+00
9.680000000000563154e-02,-2.524014213251429162e+00
9.700000000000563727e-02,-3.207408147161207701e+00
9.720000000000564300e-02,-3.690402505965919122e+00
9.740000000000564873e-02,-3.942040664290573204e+00
9.760000000000565445e-02,-3.945941263494905815e+00
9.780000000000566018e-02,-3.701368459350365292e+00
9.800000000000566591e-02,-3.223309296198580309e+00
9.820000000000567164e-02,-2.541551351097709244e+00
9.840000000000567737e-02,-1.698817661408890789e+00
9.860000000000568310e-02,-7.480762795120052822e-01
9.880000000000568883e-02,2.508052898884255422e-01
9.900000000000569456e-02,1.234848428626616146e+00
9.920000000000570028e-02,2.141953634952748153e+00
9.940000000000570601e-02,2.914838605397437998e+00
9.960000000000571174e-02,3.504673226107946071e+00
9.980000000000571747e-02,3.874179694012368280e+00
